,diversity,environment,culture,worklife,pay,growth,leadership,personaldevelopment
University of Virginia,0.8677750611246944,0.7109063595393089,0.4898230232180549,0.8437083993660855,0.6992513368983957,0.5727595481441635,0.10893799877225292,0.7989694847423712
National Institutes of Health,0.4338875305623472,0.5331797696544818,0.5762623802565352,1.1249445324881142,0.5993582887700535,1.336438945669715,0.3268139963167587,1.5979389694847423
"The MathWorks, Inc.",0.4338875305623472,1.7772658988482724,1.2677772365643774,1.7577258320126783,0.5494117647058824,1.050059171597633,0.9804419889502762,1.1540670335167584
"Udemy, Inc.",1.3016625916870415,1.9549924887330996,1.642347783731125,0.9140174326465927,0.5993582887700535,2.291038192576654,1.9608839779005525,2.3969084542271135
"Slack Technologies, Inc.",2.603325183374083,1.3329494241362043,1.4694690696541646,0.8437083993660855,0.9989304812834224,1.4318988703604087,1.9608839779005525,1.0652926463231616
Rivian Automotive LLC.,0.8677750611246944,1.5106760140210316,1.296590355577204,0.2109270998415214,0.4994652406417112,1.4318988703604087,2.1787599754450584,1.8642621310655327
Michigan State University,1.3016625916870415,0.7109063595393089,0.5474492612437084,0.6327812995245642,0.6992513368983957,0.5727595481441635,0.21787599754450584,0.7101950975487744
Zoom Video Communications Inc,0.8677750611246944,0.9774962443665498,1.5270953076798182,0.7030903328050713,1.3985026737967914,0.9545992469069392,2.0698219766728054,0.9765182591295648
Brown University,0.4338875305623472,0.7997696544817225,0.6627017372950155,1.054635499207607,0.7491978609625668,0.7636793975255514,0.0,1.0652926463231616
Two Sigma,0.4338875305623472,2.310445668502754,1.642347783731125,1.4061806656101425,1.5483422459893048,1.336438945669715,0.9804419889502762,2.3969084542271135
The University of Michigan,0.0,0.2665898848272409,0.2881311901282676,0.9140174326465927,0.4994652406417112,0.4772996234534696,0.3268139963167587,0.6214207103551775
Paylocity Corporation,1.7355501222493888,1.155222834251377,1.671160902743952,1.546798732171157,1.7980748663101604,2.100118343195266,2.8323879680785757,0.7101950975487744
Yale University,0.4338875305623472,0.4443164747120681,0.5186361422308816,0.4921632329635499,0.6992513368983957,0.7636793975255514,0.10893799877225292,1.4203901950975488
"Noblis, Inc.",0.0,0.5331797696544818,1.181337879525897,1.687416798732171,1.7481283422459892,1.4318988703604087,1.5251319828115408,0.9765182591295648
Purdue University,0.4338875305623472,0.7997696544817225,0.2593180711154408,0.9843264659270998,0.399572192513369,0.28637977407208176,0.0,0.6214207103551775
Southwest Airlines Co.,0.0,0.7109063595393089,0.950832927423283,1.2655625990491284,1.8979679144385027,0.8591393222162453,0.3268139963167587,0.3550975487743872
"athenahealth, Inc.",2.603325183374083,1.155222834251377,1.325403474590031,2.038961965134707,0.9989304812834224,2.0046584185045724,1.8519459791282995,1.0652926463231616
Zynga,0.4338875305623472,1.866129193790686,1.0948985224874168,0.5624722662440571,1.3985026737967914,0.9545992469069392,0.21787599754450584,0.8877438719359679
The Leland Stanford Junior University,0.0,0.5331797696544818,0.4898230232180549,0.6327812995245642,0.5494117647058824,1.145519096288327,0.10893799877225292,1.0652926463231616
Consumers Energy Company,0.8677750611246944,0.35545317976965446,0.8932066893976295,1.4764896988906497,1.8480213903743314,0.5727595481441635,0.5446899938612646,0.5326463231615808
"Etsy, Inc.",1.7355501222493888,2.2215823735603406,1.5559084266926448,0.7733993660855785,1.4484491978609626,1.240979020979021,1.7430079803560468,1.1540670335167584
"Patagonia, Inc.",0.0,1.0663595393089635,1.0948985224874168,0.5624722662440571,0.9989304812834224,0.0,0.3268139963167587,0.44387193596798397
Pactera,0.0,1.0663595393089635,0.8932066893976295,1.1952535657686212,0.29967914438502674,0.6682194728348575,0.8715039901780234,0.6214207103551775
NASA Jet Propulsion Laboratory,0.8677750611246944,2.043855783675513,1.1525247605130704,1.054635499207607,0.29967914438502674,1.240979020979021,0.9804419889502762,1.0652926463231616
"Excellus Health Plan, Inc.",1.3016625916870415,0.7997696544817225,0.8067673323591492,0.8437083993660855,1.198716577540107,0.8591393222162453,0.5446899938612646,0.44387193596798397
"Akamai Technologies, Inc.",1.3016625916870415,1.155222834251377,1.0948985224874168,1.4061806656101425,0.9489839572192513,0.3818396987627757,1.307255985267035,0.6214207103551775
"Delta Air Lines, Inc.",0.4338875305623472,0.6220430645968953,0.6050754992693619,0.4218541996830428,0.9489839572192513,0.3818396987627757,0.6536279926335175,0.3550975487743872
"Concur Technologies, Inc. ",1.7355501222493888,1.2440861291937906,1.5270953076798182,2.109270998415214,1.0488770053475935,1.8137385691231844,2.7234499693063228,1.0652926463231616
"Red Hat, Inc.",1.7355501222493888,0.6220430645968953,1.4118428316285112,1.4061806656101425,0.7491978609625668,1.145519096288327,1.6340699815837938,1.242841420710355
Netskope Inc.,2.169437652811736,0.9774962443665498,1.642347783731125,0.5624722662440571,0.34962566844919785,2.1955782678859603,3.4860159607120935,0.9765182591295648
The AES Corporation,1.7355501222493888,0.7109063595393089,1.1525247605130704,0.7030903328050713,1.0988235294117648,1.050059171597633,1.8519459791282995,0.8877438719359679
Cloud BigData Technologies Group,0.0,0.08886329494241361,0.46100990420522814,0.2109270998415214,0.2497326203208556,0.19091984938138784,0.3268139963167587,0.5326463231615808
The University of Texas at Austin,0.0,0.6220430645968953,0.5186361422308816,1.054635499207607,0.9489839572192513,0.28637977407208176,0.21787599754450584,0.7989694847423712
AppFolio,0.4338875305623472,1.6884026039058588,1.7576002597824323,1.1952535657686212,0.34962566844919785,1.240979020979021,1.8519459791282995,1.331615807903952
National Aeronautics and Space Administration,0.4338875305623472,0.8886329494241362,0.5474492612437084,0.7030903328050713,0.34962566844919785,0.28637977407208176,0.21787599754450584,0.9765182591295648
Johns Hopkins University Applied Physics Laboratory,3.03721271393643,1.3329494241362043,0.835580451371976,1.7577258320126783,1.5483422459893048,1.9091984938138784,0.3268139963167587,1.4203901950975488
"Wind River Systems, Inc.",1.3016625916870415,1.3329494241362043,1.181337879525897,1.3358716323296356,0.5993582887700535,1.6228187197417967,1.5251319828115408,1.242841420710355
Healthcare Catalyst,1.7355501222493888,1.155222834251377,1.6999740217567787,1.8983438985736925,1.9978609625668449,1.7182786444324907,4.357519950890117,1.6867133566783392
The Federal Reserve Board,0.4338875305623472,0.6220430645968953,0.8067673323591492,1.4061806656101425,1.648235294117647,0.8591393222162453,0.10893799877225292,1.5091645822911455
"Affirm, Inc.",4.338875305623472,1.9549924887330996,1.5270953076798182,0.8437083993660855,1.7980748663101604,1.8137385691231844,1.5251319828115408,1.8642621310655327
"University of California, Davis",0.4338875305623472,0.7109063595393089,0.6915148563078422,0.7030903328050713,0.29967914438502674,0.7636793975255514,0.21787599754450584,0.6214207103551775
Robinhood,1.3016625916870415,1.2440861291937906,1.2389641175515507,0.4218541996830428,1.3485561497326204,1.240979020979021,1.0893799877225292,0.7989694847423712
Unity Technologies,3.4711002444987775,1.155222834251377,1.440655950641338,0.9843264659270998,1.2486631016042782,2.0046584185045724,2.1787599754450584,1.242841420710355
"University of California, San Diego",0.8677750611246944,0.7109063595393089,0.31694430914109434,0.7733993660855785,0.9989304812834224,0.5727595481441635,0.0,0.44387193596798397
"Gallup, Inc.",0.4338875305623472,0.7109063595393089,1.2389641175515507,1.4764896988906497,0.399572192513369,1.145519096288327,1.5251319828115408,1.1540670335167584
"Equinix, Inc.",0.4338875305623472,0.2665898848272409,0.8643935703848027,0.28123613312202855,0.9989304812834224,0.9545992469069392,1.4161939840392879,0.44387193596798397
The Broad Institute,1.7355501222493888,1.6884026039058588,1.2677772365643774,0.5624722662440571,1.1487700534759357,1.5273587950511027,0.8715039901780234,1.5979389694847423
"VMware, Inc.",1.7355501222493888,0.7997696544817225,1.2389641175515507,1.1249445324881142,1.2486631016042782,0.8591393222162453,1.5251319828115408,0.5326463231615808
Lawrence Livermore National Laboratory,1.3016625916870415,0.7997696544817225,0.8067673323591492,1.6171077654516641,0.8990374331550802,1.050059171597633,0.5446899938612646,1.242841420710355
"William Blair & Company, L.L.C.",0.4338875305623472,1.3329494241362043,1.1525247605130704,0.4921632329635499,0.8490909090909091,1.145519096288327,0.9804419889502762,0.9765182591295648
Harvard University,0.4338875305623472,0.4443164747120681,0.4898230232180549,0.7030903328050713,0.8990374331550802,0.8591393222162453,0.21787599754450584,0.8877438719359679
Carnegie Mellon University,0.0,1.2440861291937906,0.5186361422308816,0.5624722662440571,0.4994652406417112,0.5727595481441635,0.0,0.7989694847423712
University of Washington,0.4338875305623472,0.7997696544817225,0.6627017372950155,0.4218541996830428,0.9489839572192513,0.5727595481441635,0.21787599754450584,0.7101950975487744
Pivotal,0.8677750611246944,0.7109063595393089,1.3830297126156843,1.2655625990491284,0.799144385026738,0.9545992469069392,1.7430079803560468,1.331615807903952
Lawrence Berkeley National Laboratory,1.3016625916870415,1.2440861291937906,0.835580451371976,0.9843264659270998,0.799144385026738,1.4318988703604087,0.4357519950890117,0.7101950975487744
Atlassian,0.8677750611246944,1.7772658988482724,1.8440396168209126,1.546798732171157,1.7481283422459892,1.6228187197417967,1.4161939840392879,1.331615807903952
Box Inc. ,1.3016625916870415,1.2440861291937906,1.440655950641338,1.2655625990491284,0.5494117647058824,0.9545992469069392,1.8519459791282995,0.9765182591295648
Guidewire Software,0.0,0.8886329494241362,1.0804919629810035,0.966749207606973,0.8116310160427808,0.8352743410435718,1.2255524861878453,0.998711855927964
"The University of California, Berkeley",0.0,1.4440285428142214,0.6843115765546355,0.966749207606973,0.4994652406417112,0.8352743410435718,0.40851749539594845,1.220647823911956
"Argo Group International Holdings, Ltd.",1.7355501222493888,1.4218127190786178,1.0084591654489365,0.8437083993660855,1.198716577540107,0.9545992469069392,1.7430079803560468,1.0652926463231616
NVIDIA Corporation,1.3016625916870415,0.7109063595393089,0.6915148563078422,0.5624722662440571,0.8990374331550802,0.8591393222162453,1.307255985267035,0.9765182591295648
"Milliman, Inc.",0.4338875305623472,0.9774962443665498,0.9796460464361098,1.054635499207607,1.4983957219251336,0.6682194728348575,0.7625659914057704,1.331615807903952
"Amazon.com, Inc.",0.4338875305623472,0.6220430645968953,0.720327975320669,0.8437083993660855,1.198716577540107,0.8591393222162453,0.8715039901780234,0.7101950975487744
"Square, Inc.",0.8677750611246944,1.6884026039058588,1.0948985224874168,0.5624722662440571,1.5483422459893048,1.336438945669715,0.9804419889502762,0.44387193596798397
Booz Allen Hamilton Inc.,0.0,0.5331797696544818,1.0084591654489365,1.3358716323296356,0.9489839572192513,0.6682194728348575,0.9804419889502762,1.7754877438719359
Uber,0.4338875305623472,0.4443164747120681,0.6338886182821887,1.4061806656101425,0.8490909090909091,0.4772996234534696,0.4357519950890117,0.5326463231615808
Numerator ,0.8677750611246944,1.866129193790686,1.4694690696541646,1.1952535657686212,0.399572192513369,2.1955782678859603,2.2876979742173114,1.242841420710355
SAP Aktiengesellschaft,1.3016625916870415,0.5331797696544818,0.8932066893976295,1.3358716323296356,0.8490909090909091,0.4772996234534696,0.6536279926335175,0.9765182591295648
"Beijing Bytedance Technology Co., Ltd",0.4338875305623472,1.4218127190786178,0.8643935703848027,0.14061806656101428,0.6992513368983957,0.9545992469069392,0.10893799877225292,1.0652926463231616
The University of Minnesota,1.7355501222493888,0.9774962443665498,0.6050754992693619,0.8437083993660855,0.9489839572192513,0.4772996234534696,0.10893799877225292,0.8877438719359679
Lockheed Martin Corporation,0.0,0.6220430645968953,0.835580451371976,2.109270998415214,1.0488770053475935,1.145519096288327,0.4357519950890117,0.9765182591295648
Comcast Corporation,0.0,0.5331797696544818,0.6050754992693619,0.35154516640253564,1.3985026737967914,0.6682194728348575,0.6536279926335175,1.0652926463231616
The Boston Consulting Group Inc.,1.3016625916870415,0.7997696544817225,1.6999740217567787,0.2109270998415214,1.648235294117647,1.050059171597633,0.7625659914057704,2.48568284142071
DTE Energy,0.8677750611246944,0.35545317976965446,0.6338886182821887,0.8437083993660855,0.8990374331550802,0.4772996234534696,0.4357519950890117,0.7101950975487744
"AirBnb, Inc.",0.8677750611246944,1.5106760140210316,1.0372722844617632,0.9140174326465927,0.8490909090909091,0.28637977407208176,0.8715039901780234,0.6214207103551775
"Netflix, Inc.",0.8677750611246944,0.6220430645968953,0.9220198084104563,0.35154516640253564,1.3985026737967914,0.28637977407208176,0.4357519950890117,0.6214207103551775
"Zillow, Inc.",0.8677750611246944,1.599539308963445,0.9220198084104563,0.9140174326465927,1.0988235294117648,0.5727595481441635,0.8715039901780234,0.7989694847423712
Fidelity Management and Research LLC,0.0,0.4443164747120681,0.9220198084104563,0.9140174326465927,1.198716577540107,1.050059171597633,0.8715039901780234,0.6214207103551775
Brown-Forman Corporation,4.338875305623472,0.7109063595393089,1.1525247605130704,0.7733993660855785,1.2986096256684492,1.145519096288327,0.8715039901780234,0.7101950975487744
"Genentech, Inc.",1.7355501222493888,1.0663595393089635,0.950832927423283,0.4218541996830428,1.2486631016042782,0.28637977407208176,0.4357519950890117,0.7989694847423712
Duke University,0.4338875305623472,1.0663595393089635,0.6338886182821887,0.8437083993660855,0.9989304812834224,1.050059171597633,0.0,1.0652926463231616
"PROS Holdings, Inc.",3.03721271393643,0.6220430645968953,1.0948985224874168,0.4921632329635499,0.5494117647058824,1.240979020979021,1.307255985267035,1.0652926463231616
Roche Holding Ltd,0.0,0.5331797696544818,0.9796460464361098,1.054635499207607,1.4983957219251336,1.145519096288327,0.6536279926335175,0.7989694847423712
The University of Utah,0.0,1.155222834251377,0.6915148563078422,1.054635499207607,1.3485561497326204,0.8591393222162453,0.3268139963167587,0.2663231615807904
"Cisco Systems, Inc.",0.0,0.6220430645968953,0.8932066893976295,1.1952535657686212,0.4495187165775401,0.5727595481441635,0.8715039901780234,0.7101950975487744
Southern California Edison Company,0.8677750611246944,0.7997696544817225,0.7779542133463224,0.6327812995245642,1.6981818181818182,0.4772996234534696,0.9804419889502762,0.6214207103551775
Bayer Corporation,0.4338875305623472,0.6220430645968953,0.835580451371976,1.2655625990491284,0.9489839572192513,1.145519096288327,0.8715039901780234,0.6214207103551775
Mastercard Incorporated,1.3016625916870415,1.2440861291937906,0.7491410943334957,0.8437083993660855,1.7481283422459892,0.9545992469069392,0.6536279926335175,0.7989694847423712
Adobe Systems Incorporated,1.3016625916870415,1.155222834251377,1.1525247605130704,1.1952535657686212,1.2486631016042782,0.8591393222162453,1.1983179864947822,0.2663231615807904
"The Capital Group Companies, Inc.",1.3016625916870415,0.7109063595393089,0.9796460464361098,0.9140174326465927,1.9978609625668449,0.3818396987627757,0.7625659914057704,0.7989694847423712
LinkedIn Corporation,1.7355501222493888,2.132719078617927,1.296590355577204,1.687416798732171,1.4484491978609626,0.6682194728348575,1.4161939840392879,0.44387193596798397
International Business Machines Corporation,1.3016625916870415,0.35545317976965446,0.950832927423283,1.3358716323296356,0.6992513368983957,1.240979020979021,0.6536279926335175,1.0652926463231616
Arizona State University,0.0,0.6283263278756519,0.37835408804722004,0.9232499319662553,0.30270620644952195,0.19284833270847257,0.5501919129911763,0.7173687854028024
Capital One Financial Corporation,0.0,0.7898959550436766,1.088495607151233,1.5624229617890473,1.2764111705288177,0.8485326639172793,0.9683377668644704,0.49319103996442665
"Ascendum Solutions, LLC.",0.4820972561803858,1.6785289044678129,1.2805830672367449,0.6249691847156189,0.4994652406417112,0.6363994979379595,0.605211104290294,0.6904674559501973
Salesforce,0.9641945123607716,0.9873699438045958,1.088495607151233,0.5468480366261665,1.2209150326797387,1.3788655788655788,0.605211104290294,1.5782113278861654
Dell Technologies Inc.,0.4820972561803858,0.3949479775218383,0.8964081470657214,1.7967864060574044,1.2209150326797387,0.9545992469069392,0.7262533251483527,0.8877438719359679
Logistics Management Institute,1.4462917685411574,0.7898959550436766,1.0244664537893957,0.6249691847156189,1.2209150326797387,0.6363994979379595,1.694591092012823,0.8877438719359679
Apple Inc.,0.9641945123607716,1.184843932565515,0.5762623802565352,0.31248459235780945,1.2764111705288177,0.5303329149482996,0.605211104290294,0.591829247957312
Intuit Inc.,2.8925835370823147,1.5797919100873532,1.6967725640886868,0.6249691847156189,1.1099227569815806,3.0759309067001377,2.7839710797353523,2.2686787838363625
Intel Corporation,3.3746807932627005,0.3949479775218383,0.7363352636611282,1.0155749251628807,1.1099227569815806,1.166732412886259,0.9683377668644704,1.0850202879217385
Henkel AG & Co. KGaA,1.4462917685411574,0.7898959550436766,0.8643935703848027,1.2499383694312378,1.7203802733214497,0.5303329149482996,0.8472955460064115,0.591829247957312
American Express Company,1.9283890247215432,0.4936849719022979,0.8964081470657214,1.4061806656101425,1.1099227569815806,0.31819974896897973,1.0893799877225292,1.183658495914624
Google Inc.,0.4820972561803858,0.691158960663217,0.6082769569374538,0.3906057404472618,0.7769459298871063,0.42426633195863966,0.2420844417161176,0.39455283197154134
"Autodesk, Inc.",1.9283890247215432,1.382317921326434,1.2805830672367449,1.1718172213417855,1.7203802733214497,0.31819974896897973,2.299802196303117,0.6904674559501973
Accenture Ltd,1.9283890247215432,0.8886329494241362,1.0244664537893957,1.0155749251628807,1.1099227569815806,1.272798995875919,1.210422208580588,1.7754877438719359
H. E. Butt Grocery Company,0.0,0.4936849719022979,0.7363352636611282,0.9374537770734285,1.0544266191325016,0.7424660809276193,0.2420844417161176,0.295914623978656
"The Home Depot, Inc.",0.0,0.7775538307461192,0.9364263679168696,0.8788629160063391,1.3735294117647059,0.8352743410435718,1.0893799877225292,1.1096798399199599
Fractal Analytics Inc,0.0,0.5553955933900852,1.1885411592791038,0.5273177496038035,0.4994652406417112,1.4318988703604087,1.0893799877225292,1.886455727863932
Nielsen Holdings B.V.,2.71179706601467,0.9997120681021532,1.1885411592791038,1.4061806656101425,0.9364973262032086,1.193249058633674,0.6808624923265807,1.331615807903952
Sandia National Laboratories,1.084718826405868,0.4443164747120681,0.5762623802565352,1.6698395404120443,0.8740641711229946,1.193249058633674,0.40851749539594845,1.220647823911956
Tata Consultancy Services Limited,0.0,0.6664747120681022,0.5402459814905017,0.6152040412044374,0.5618983957219251,0.596624529316837,0.6808624923265807,2.108391695847924
"Lyft, Inc.",1.627078239608802,1.5551076614922383,1.1525247605130704,1.2304080824088748,1.0613636363636363,0.3579747175901022,0.5446899938612646,0.776775887943972
"Indeed, Inc.",1.627078239608802,1.8883450175262895,1.224557558045137,1.4061806656101425,0.9364973262032086,0.596624529316837,1.2255524861878453,1.331615807903952
"Twitter, Inc.",2.225064259294088,1.2532003132904486,0.9604373004275586,1.8929355113982689,0.7043740573152338,0.8566916318395609,0.837984605940407,0.3414399507446031
"Doma Holdings, Inc.",1.112532129647044,0.6835638072493355,0.9604373004275586,0.7211182900564834,0.7684080625257096,1.4686142260106758,1.675969211880814,1.138133169148677
Northrop Grumman,0.0,0.1184843932565515,0.42259241218812577,1.4999260433174855,0.6659536541889483,0.6363994979379595,0.14525066502967054,0.8285609471402368
Massachusetts Mutual Life Insurance Company,0.0,0.8886329494241362,1.0290399647438129,1.4061806656101425,1.212987012987013,0.6818566049335281,1.5562571253178987,0.7609233188022583
DoorDash,0.0,0.8886329494241362,0.4527775844872776,1.7075050939551732,0.7848739495798319,0.8182279259202336,0.46687713759536964,0.2536411062674194
ServiceNow,2.479357317499127,1.0155805136275842,1.3171711548720804,0.9039732850350917,1.212987012987013,2.1819411357872895,1.4006314127861088,1.5218466376045166
Deloitte ,1.2396786587495634,1.1425280778310323,1.1525247605130704,0.7030903328050713,0.7135217723453018,2.045569814800584,0.6225028501271596,2.536411062674194
Humana Inc.,0.6574053493368897,0.26928271194670794,0.8294685776419825,0.7457018681265908,0.9837951709609464,0.28927249906270885,0.4951727216920587,0.0
Ford Motor Company,0.8677750611246944,0.17772658988482723,0.6338886182821887,0.8437083993660855,0.8990374331550802,0.3818396987627757,0.0,0.5326463231615808
"Verisk Analytics, Inc.",0.0,1.4218127190786178,0.8643935703848027,1.9686529318541997,1.598288770053476,0.5727595481441635,1.307255985267035,0.8877438719359679
General Electric Company,0.0,1.7772658988482724,0.9364263679168696,0.35154516640253564,0.7491978609625668,0.4772996234534696,0.8170349907918969,1.331615807903952
Verizon Communications Inc.,0.0,0.8886329494241362,0.672306110299291,1.4061806656101425,2.164349376114082,0.6363994979379595,1.0893799877225292,1.47957311989328
US Department of the Air Force,0.0,0.8886329494241362,0.09604373004275586,0.46872688853671424,1.1654188948306596,0.6363994979379595,0.0,1.7754877438719359
"PayPal, Inc.",2.8925835370823147,0.5924219662827575,0.7683498403420469,1.1718172213417855,1.4983957219251336,0.31819974896897973,1.0893799877225292,0.591829247957312
